"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion",68,0.619686329706115,1.93073375818596,0.000297201112811106,0.0157516589789886,0.0143415794236465,1141,"tags=40%, list=14%, signal=35%","CCL21/ATP1A2/JPH2/CASQ2/CCR7/CD19/DMD/AKAP6/RYR3/FGF2/TPCN2/TRPC1/ATG5/RASA3/CCL19/CACNA1C/PRKD1/CORO1A/PTK2B/ANK2/F2R/RYR2/ANXA6/PLCG1/PTPRC/CAPN3/PKD2"
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",22,0.767682789290991,1.94943313205407,0.000310980316142699,0.0162988239027235,0.0148397624545288,808,"tags=55%, list=10%, signal=49%","DSG1/CDH19/CDH6/CDH13/PCDHB11/CDH2/SELL/AJUBA/PCDHB16/PCDHB10/ARVCF/CDH23"
"GO:0014706","GO:0014706","striated muscle tissue development",120,0.537454245664802,1.79271722191218,0.000315686911180603,0.0163636830773506,0.0148988154727225,962,"tags=32%, list=12%, signal=29%","TTN/ACTC1/LRP2/NEB/FGF9/JPH2/MYH11/COL11A1/GJA5/FOXC2/AKAP6/EDN1/PKP2/FRS2/TPM1/FGF2/FHOD3/ZFPM2/ATG5/WNT5A/PDLIM5/GJA1/HEG1/DSP/TGFB1/DLL4/FOXC1/BMP7/OBSL1/RYR2/LY6E/PLEC/AKAP13/TGFBR2/BMP2/MEF2C/TENM4/SGCB/PDGFRB"
"GO:0150063","GO:0150063","visual system development",182,0.480483731062343,1.68212573848507,0.000320348159521824,0.0164248072659179,0.0149544678586847,1245,"tags=29%, list=15%, signal=25%","IGFN1/RET/FGF9/FGF10/FOXC2/ACHE/ATP8A2/NTRK2/INHBA/EGFR/CRYAB/LAMC3/FRS2/COL8A1/ATP2B4/CDKN1C/ZEB1/CYP1A1/FBN2/FGF2/JAG1/COL5A1/COL4A1/WNT5A/CACNA1C/SHROOM2/GJA1/DLL4/FOXC1/LAMB2/NHS/ALDH1A3/ACVRL1/FJX1/BMP7/OBSL1/MAF/TGFBR2/COL5A2/PDGFRB/FZR1/BMPR2/GLI3/SKI/MITF/ABCB5/LAMA1/TGFBR1/SKIL/WDR19/GRHL2/SPRED1"
"GO:0051238","GO:0051238","sequestering of metal ion",11,-0.854488285303874,-1.96006306543709,0.000340431135383143,0.0172668136086267,0.0157210982723625,502,"tags=55%, list=6%, signal=51%","FTL/S100A9/SLC30A2/LCN2/S100A8/S100A7"
"GO:0006939","GO:0006939","smooth muscle contraction",49,0.657102768047815,1.92410864478528,0.000350189351146692,0.0175727996740313,0.0159996926391769,722,"tags=39%, list=9%, signal=36%","ATP1A2/CNN1/MYH11/COMP/EDN1/ACTA2/MYLK/SULF1/CAV1/PRKG1/NPNT/ATP2B4/DOCK5/TPCN2/KCNMA1/ITGA2/SPHK1/APBB1/F2R"
"GO:1903115","GO:1903115","regulation of actin filament-based movement",25,0.737075698644091,1.87411657207387,0.000372088360093768,0.0184751662585506,0.0168212798801393,798,"tags=48%, list=10%, signal=44%","ATP1A2/GJA5/ACTA2/PKP2/CAV1/FGF13/CACNA1C/DSP/KCNJ2/ANK2/RYR2/ATP2A1"
"GO:0032970","GO:0032970","regulation of actin filament-based process",241,0.451748037609078,1.63860914284751,0.000381141949230279,0.0187275684845753,0.0170510872024072,1235,"tags=27%, list=15%, signal=24%","CCL21/NEB/ATP1A2/GJA5/NTRK3/SYNPO2/CCR7/LMOD1/IL1A/EDN1/ACTA2/PKP2/CAV1/FLNA/SLIT2/SEMA3E/MYADM/SYNPO/TPM1/FGF13/EPHA3/CELSR1/FHOD3/FRMD6/ARHGEF10/PHLDB2/CACNA1C/SHANK3/DSP/GSN/DIXDC1/CORO1A/CDC42EP3/PTK2B/KCNJ2/FERMT2/GMFG/ANK2/PPFIA1/BAG4/DSTN/DAAM2/RYR2/SVIL/FER/AKAP13/ATP2A1/JAM3/CFL2/F2RL1/DBN1/ELN/SWAP70/VASP/PDGFRB/ARHGAP28/CTTN/PLEKHG2/MYH9/TGFBR1/SCIN/SNX9/DMTN/SEMA5A/FLII"
"GO:0030003","GO:0030003","cellular cation homeostasis",323,0.424766987856442,1.58634964025072,0.000387407187621997,0.0188391722063192,0.017152700222439,831,"tags=20%, list=10%, signal=19%","CACNA1S/CACNA1A/SLC4A1/SAA1/ATP12A/CALB2/CCL21/ATP1A2/MS4A1/JPH2/CASQ2/GRIN2A/CD24/CCR7/CD19/MT2A/SLC4A10/DMD/CACNA1F/ATP13A4/CACNA1B/AKAP6/PRKCB/SLC4A11/RYR3/CACNB2/IL1A/GIPR/EDN1/HEPH/CAV1/ATP2B4/FGF2/TPCN2/TRPC1/ATG5/TGM2/RASA3/WNT5A/CCL19/CACNA1C/ATP1B2/CA2/KCNMA1/PRKD1/SLC39A14/CCL14/CORO1A/PTK2B/KCNJ2/ATP7B/TTC7A/ANK2/ATP2A3/SLC39A13/F2R/FYN/RYR2/PRNP/ATP2A1/CDH23/ANXA6/ITGAV/F2RL1"
"GO:0006590","GO:0006590","thyroid hormone generation",11,-0.852407873669292,-1.95529092510938,0.00040803344191015,0.0196397320968386,0.0178815944467606,341,"tags=36%, list=4%, signal=35%","MED1/CTSK/DUOX2/SLC5A5"
"GO:0090257","GO:0090257","regulation of muscle system process",107,0.539428679075675,1.76956732415503,0.000424406610091146,0.0202214745434337,0.0184112596403177,813,"tags=30%, list=10%, signal=27%","ATP1A2/MLIP/CNN1/CASQ2/GJA5/CAMK2B/ABCC8/DMD/AKAP6/EDN1/MYL9/PKP2/CAV1/PDE5A/PRKG1/NPNT/ATP2B4/TPM1/FGF13/DOCK5/CACNA1C/DSP/KCNMA1/ITGA2/FBXO32/KCNJ2/SPHK1/ANK2/F2R/RYR2/ATP2A1/ANXA6"
"GO:0070848","GO:0070848","response to growth factor",370,0.407655591345143,1.53894887583108,0.000463542612035117,0.0218653050096965,0.0199079353379292,1290,"tags=28%, list=16%, signal=24%","LRP2/FGF9/NTRK3/FGF10/FST/COMP/RBPMS2/NTRK2/FGF1/PEG10/PRKCB/FSTL3/LTBP4/EGFR/EDN1/SULF1/CCBE1/ITGA5/FLT3/CAV1/ITGA8/CREB3L1/FRS2/NPNT/SLIT2/ATP2B4/CDKN1C/ZEB1/FAM83G/PIK3CD/FBN2/FGF2/DKK3/COL4A2/MAP1B/LTBP2/IL1B/SFRP4/WNT5A/NRP2/LATS2/FGFR1/TGFB1/ASPN/PRKD1/DLL4/ZFYVE9/FOXC1/PMEPA1/ITGA3/CORO1A/GCLM/ACVRL1/BMP7/FERMT2/GCLC/SPHK1/SFRP2/FMOD/DUSP6/BAG4/FLT4/FYN/CRKL/HTRA1/ANXA3/COL1A2/FER/ADAM9/ITGB8/ILK/TGFBR2/BMP2/INSR/MXRA5/HYAL1/MEF2C/ZDHHC17/FSTL1/PDGFRB/CRIM1/BMPR2/SKI/LRRC32/EMILIN1/PTPN12/GPC1/NR3C1/PLCG1/LRIT3/THBS1/TGFBR1/SKIL/CDH5/SMAD5/SPRED1/GAB1/FNTA/FLCN/PIK3CA/ANXA1/PPP2R5B"
"GO:0007015","GO:0007015","actin filament organization",266,0.43027803917496,1.58305725625535,0.000469917177668989,0.0219465279907388,0.0199818872838924,1570,"tags=29%, list=19%, signal=25%","TTN/ACTC1/CCL21/NEB/GAS2L2/SYNPO2/CCR7/SORBS1/LMOD1/TPM2/CALD1/FLNA/SLIT2/MYADM/SYNPO/TPM1/FHOD3/ACTN1/ARHGEF10/MICAL2/PHLDB2/SHROOM2/SHANK3/HMCN1/GSN/CORO1A/ESPN/CDC42EP3/PTK2B/FERMT2/MYO1B/GMFG/PPFIA1/BAG4/DSTN/MYO1D/DAAM2/RUFY3/SVIL/FER/PLEC/CFL2/F2RL1/DBN1/PDLIM1/ELN/ELMO1/SWAP70/ARHGAP25/VASP/MICAL3/ARHGAP28/CTTN/PLEKHG2/MPRIP/MYO1E/ENAH/TGFBR1/SCIN/SNX9/SHROOM4/DMTN/SEMA5A/FLII/PIK3CA/NEDD9/RHOBTB2/FHDC1/FCHSD2/TPM4/HCLS1/BAIAP2/ALMS1/TTC17/PRKCE/ARHGEF15/SH3KBP1/DPYSL3"
"GO:0048812","GO:0048812","neuron projection morphogenesis",313,0.416206014975502,1.55239984936982,0.000478781939925935,0.0221413177512807,0.0201592395758288,1188,"tags=24%, list=14%, signal=22%","LRP2/FEZF1/PTPRZ1/RET/CAMK2B/CNTN1/ATP8A2/GAP43/NTRK2/LAMC2/ARHGEF25/EDN1/NFASC/GLI2/ADARB1/CDH2/SLIT2/LAMA3/SEMA3E/MAP1A/PALLD/FGF13/EPHA3/FN1/MAP1B/WNT5A/PREX2/NRP2/SHANK3/PDLIM5/CAPRIN2/LAMB2/DIXDC1/ITGA1/UNC5B/GRIP1/CELSR2/BMP7/MAP4K4/APBB1/OBSL1/STXBP1/FYN/RUFY3/LAMA5/PLXNA2/CNTNAP1/PLXNA1/EPHA4/CUX1/KIF1A/DBN1/FZD3/VCL/EPHB6/TRIO/DIP2B/ZDHHC17/VASP/ROBO2/LRRK2/RAB21/NSMF/BMPR2/GLI3/DPYSL2/CTTN/CXCR4/ITGA4/SIPA1L1/LAMA1/VLDLR/ULK1/ENAH/SKIL/MEF2A"
"GO:0051591","GO:0051591","response to cAMP",48,-0.60580355655933,-1.94519916920544,0.000487509113178227,0.0223260241442883,0.0203274111575592,679,"tags=23%, list=8%, signal=21%","STAT1/ASS1/STC1/CYP1B1/PLAT/SREBF1/PIK3CG/DUOX2/CPS1/CFTR/SLC5A5"
"GO:0051146","GO:0051146","striated muscle cell differentiation",130,0.518742222266051,1.74516001586068,0.000496695945335231,0.0225280266744835,0.0205113305361107,1341,"tags=36%, list=16%, signal=31%","TTN/ACTC1/NEB/MYH11/FLNC/OBSCN/LMOD1/MYH3/AKAP6/EDN1/MYL9/HDAC9/FRS2/CACNA1H/CDH2/CSRP1/TPM1/BARX2/FHOD3/ATG5/PDLIM5/TGFB1/TANC1/IGF2/OBSL1/CNTNAP1/PLEC/AKAP13/PLEKHO1/CFL2/BMP2/MEF2C/SGCB/PDGFRB/MMP14/SKI/CAPN2/MYH9/CAPN3/CD9/MEF2A/HOPX/FLII/RB1/EHD2/ADAM12/JAM2"
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity",26,0.749232805712317,1.9290467648771,0.000535445185202667,0.0238423746299203,0.0217080188099204,1067,"tags=46%, list=13%, signal=40%","CCL21/CCR7/CD19/EEF1A2/FLT3/FGF2/CCL19/TGFB1/PRKD1/PTK2B/PDGFRB/VAV2"
"GO:0003013","GO:0003013","circulatory system process",297,0.418883816752962,1.5542365499666,0.00053578369954877,0.0238423746299203,0.0217080188099204,870,"tags=28%, list=11%, signal=26%","TTN/HBB/ACTC1/LRP2/DES/ATP1A2/CASQ2/ABCG2/GJA5/ABCC8/KCNMB1/FOXC2/COMP/DMD/SLC2A4/KCND3/FGG/FGA/CACNB2/EDN1/ACTA2/CORIN/PKP2/COL4A3/CAV1/TRHDE/FLNA/PDE5A/PRKG1/CACNA1H/SLIT2/AKAP12/ATP2B4/ABCC5/TPM1/FGF13/HRH2/SOD3/DOCK5/SLC15A2/TRPC1/ATG5/CPA3/CACNA1C/ABCC1/GJA1/ATP1B2/FGB/HEG1/ENPEP/DSP/KCNMA1/TGFB1/GPD1L/KCNE4/GSN/DLL4/FOXC1/GCLM/ITGA1/ACVRL1/KCNJ2/FERMT2/GCLC/CD34/ANK2/ATP2A3/F2R/FYN/RYR2/CELF2/TBC1D8/COL1A2/PLEC/PER2/AKAP13/ATP2A1/SLC6A1/INSR/F2RL1/ATP8A1/ELN/NPR2/SLC4A3"
"GO:0043436","GO:0043436","oxoacid metabolic process",469,-0.325858858371123,-1.41727465473086,0.000567803364125829,0.025031107183005,0.0227903367007711,1074,"tags=21%, list=13%, signal=19%","AADAT/ALDH1L2/NUDT19/SLC35B3/GGT6/ETFA/FARSB/FADS1/GNPDA1/ILVBL/ADIPOR1/ABHD3/ATIC/GOT2/ACSBG1/GPX1/BRCA1/FASN/ABCD3/LIPH/ACOT7/MCCC2/FH/XYLB/PTGS2/PRKAR2B/PGD/KYNU/ICMT/HNMT/ACADS/GNE/PDK1/BPNT1/XBP1/EHHADH/AMACR/ASS1/HADH/ADH1C/UGT1A1/ODC1/SCD/ACOT4/CRYL1/IDNK/ACADSB/PLOD2/PLA2G2F/CD74/GART/ACAD10/QDPR/GPT2/PLA2G4A/FADS2/ASNS/ASAH1/IGF1/LYPLA1/DECR1/CRABP2/ALDH1L1/CYP2J2/CYP39A1/FBP1/ACSM2A/SLC27A2/SCPEP1/SLC39A8/CYP1B1/SLC2A6/GATM/NR4A3/SLC6A8/ACACA/IDH2/SREBF1/GPT/CYP2C18/MLXIPL/HPGD/BPGM/LPL/CRAT/PSAT1/RBP1/SLC27A5/BCAT1/CYP3A5/ABCB11/APOC1/UGT1A8/HNF4A/ASRGL1/CD36/SOX9/FTCD/CPS1"
"GO:0019752","GO:0019752","carboxylic acid metabolic process",461,-0.324922297516678,-1.41228169985883,0.000613267054699637,0.0267850064538721,0.0243872279061844,1074,"tags=21%, list=13%, signal=19%","AADAT/ALDH1L2/NUDT19/GGT6/ETFA/FARSB/FADS1/GNPDA1/ILVBL/ADIPOR1/ABHD3/ATIC/GOT2/ACSBG1/GPX1/BRCA1/FASN/ABCD3/LIPH/ACOT7/MCCC2/FH/XYLB/PTGS2/PRKAR2B/PGD/KYNU/ICMT/HNMT/ACADS/GNE/PDK1/XBP1/EHHADH/AMACR/ASS1/HADH/ADH1C/UGT1A1/ODC1/SCD/ACOT4/CRYL1/IDNK/ACADSB/PLOD2/PLA2G2F/CD74/GART/ACAD10/QDPR/GPT2/PLA2G4A/FADS2/ASNS/ASAH1/IGF1/LYPLA1/DECR1/CRABP2/ALDH1L1/CYP2J2/CYP39A1/FBP1/ACSM2A/SLC27A2/SCPEP1/SLC39A8/CYP1B1/SLC2A6/GATM/NR4A3/SLC6A8/ACACA/IDH2/SREBF1/GPT/CYP2C18/MLXIPL/HPGD/BPGM/LPL/CRAT/PSAT1/RBP1/SLC27A5/BCAT1/CYP3A5/ABCB11/APOC1/UGT1A8/HNF4A/ASRGL1/CD36/SOX9/FTCD/CPS1"
"GO:0051341","GO:0051341","regulation of oxidoreductase activity",47,0.661114690952673,1.9047237654491,0.000651083821176701,0.0272207810104207,0.024783992172214,627,"tags=28%, list=8%, signal=26%","SLC4A1/FCER2/H19/IL1A/EGFR/AOC3/EDN1/HP/CAV1/ATP2B4/IL1B/CDH3/PTK2B"
"GO:0001704","GO:0001704","formation of primary germ layer",75,0.584686581988631,1.83419890951761,0.000649021218283987,0.0272207810104207,0.024783992172214,1170,"tags=45%, list=14%, signal=39%","HMGA2/COL11A1/FOXC2/INHBA/ITGA5/ITGA8/COL8A1/SIX2/LAMA3/FOXF1/COL4A2/COL7A1/FN1/COL5A1/COL12A1/WNT5A/TXNRD1/GJA1/ITGA2/FOXC1/ITGA3/BMP7/SFRP2/ITGA7/ITGAV/LAMB3/COL5A2/ITGB4/BMPR2/MMP14/ITGA4/DUSP1/MMP2/LAMB1"
"GO:0050808","GO:0050808","synapse organization",198,0.458422225248297,1.62477346437975,0.000641518612835007,0.0272207810104207,0.024783992172214,1121,"tags=29%, list=14%, signal=26%","IGFN1/CAMK2B/NTRK3/ACHE/GAP43/NTRK2/PCDHB11/CACNB2/NFASC/LRRN1/FLNA/CDH2/SEMA3E/SYNPO/FGF13/MAP1B/COL4A1/ACTN1/WNT5A/NRP2/THBS2/SHANK3/PCDHB16/PDLIM5/CAPRIN2/TANC1/ITGA3/LAMB2/COL4A5/PPFIBP1/SPARCL1/SRPX2/PCDHB10/PPFIA1/OBSL1/F2R/FYN/CRKL/CNTNAP1/IL1RAP/PRNP/EPHA4/SLC6A1/INSR/KIF1A/DBN1/NFIA/CHRNB1/MEF2C/SHANK2/ROBO2/LRRK2/ARHGAP22/CTTN/SIPA1L1/UNC13B/FCGR2B"
"GO:0010959","GO:0010959","regulation of metal ion transport",187,0.462732335012839,1.62341290300846,0.000652098421491953,0.0272207810104207,0.024783992172214,1172,"tags=28%, list=14%, signal=24%","FGF14/ATP1A2/CAMK2A/JPH2/CASQ2/CAMK2B/DPP10/ABCC8/CNTN1/CD19/FHL1/KCNMB1/DMD/AKAP6/CACNB2/MYLK/PKP2/CAV1/FLNA/FXYD6/ATP2B4/FGF13/IL16/FCRL3/TRPC1/ATG5/CACNA1C/ATP1B2/GPD1L/KCNE4/PRKD1/CORO1A/PTK2B/KCNJ2/ANK2/F2R/FYN/RYR2/WNK2/PRNP/ATP2A1/CACNA1D/TESC/JAK3/PDGFRB/CXCR4/ATP1B3/PLCG1/NETO2/CAPN3/PKD2/CRBN"
"GO:0044283","GO:0044283","small molecule biosynthetic process",277,-0.361767888446912,-1.50412647725378,0.000643528686687167,0.0272207810104207,0.024783992172214,1677,"tags=31%, list=20%, signal=26%","KAT2A/LBR/PNP/HMGCL/AKR1A1/MTHFD2L/NDUFA9/G6PC3/LTA4H/PTGES3/FDPS/ACADM/HSD17B7/GSTM1/ABCA2/DAGLB/PDXK/GBA/SRD5A3/HSD3B7/SESN2/GOT1/ELOVL6/ADK/ARV1/DHCR7/ALDH18A1/ERLIN1/IPMK/PHGDH/LPCAT3/GGT6/FADS1/IMPA1/ILVBL/SLC37A4/ABHD3/GOT2/KAT2B/ACSBG1/BRCA1/FASN/ABCD3/LIPH/ACOT7/PTGS2/PGD/KYNU/HPRT1/SOD1/XBP1/AMACR/ASS1/SCD/ACOT4/PLOD2/CD74/FDFT1/QDPR/DAB2/PLA2G4A/FADS2/ASNS/ASAH1/APOE/CRABP2/DHCR24/CYP39A1/FBP1/ACSM2A/SLC27A2/GATM/ACACA/SREBF1/GPT/MLXIPL/LPL/PSAT1/RBP1/SLC27A5/BCAT1/ABCB11/APOC1/CPS1/BCO1/CFTR/HSD17B1"
"GO:0045214","GO:0045214","sarcomere organization",20,0.780345996893522,1.95089004933087,0.00065934239477452,0.0272817375101001,0.0248394918807021,820,"tags=55%, list=10%, signal=50%","TTN/FLNC/OBSCN/MYH3/EDN1/CSRP1/TPM1/FHOD3/PLEC/AKAP13/CFL2"
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process",102,-0.479598788627071,-1.74295439958276,0.000699259500760914,0.028278297854987,0.025746840710163,1440,"tags=33%, list=17%, signal=28%","GSTK1/ACADM/GSTM1/SLC16A10/PLSCR1/GSTA1/LPCAT3/ALDH1L2/GDAP1/GGT6/ATIC/GOT2/GPX1/GLRX2/ICMT/MMACHC/SOD1/ETHE1/ASS1/ALDH7A1/PLOD2/PLA2G2F/GART/ALDH1L1/MED1/CTSK/GATM/GGH/SLC6A8/CRAT/CLIC3/DUOX2/FTCD/SLC5A5"
"GO:0016042","GO:0016042","lipid catabolic process",166,-0.409365876966988,-1.6037924792463,0.000693894509364053,0.028278297854987,0.025746840710163,1523,"tags=33%, list=18%, signal=28%","ECHS1/PLCD1/PRKCD/ACAT2/ECH1/ACADM/NCEH1/DAGLB/GBA/SRD5A3/SESN2/SCARB1/ECI1/ACAA1/NEU1/GDE1/CDK4/ALDH1L2/NUDT19/ETFA/GM2A/ILVBL/ABHD3/SPP1/ABCD3/LIPH/PNPLA2/ACADS/EHHADH/AMACR/HADH/PLA2G2F/ACAD10/PLA2G4A/ASAH1/GLA/APOE/DECR1/LIPA/CYP39A1/PLBD1/SLC27A2/GDPD3/CYP1B1/PPT1/LPL/CRAT/ENPP2/HCAR1/ABCB11/PIK3CG/APOC1/CPS1/PLA2G2A/BCO1"
"GO:1901615","GO:1901615","organic hydroxy compound metabolic process",254,-0.372751277166394,-1.54125481742669,0.00070141209434672,0.028278297854987,0.025746840710163,1416,"tags=29%, list=17%, signal=25%","RXRA/HSD17B7/SLC16A10/ABCA2/PDXK/GBA/SRD5A3/HSD3B7/RDH13/GOT1/NPC2/SCARB1/ARV1/DHCR7/ERLIN1/IPMK/ITGB2/ACAA1/LGMN/SQLE/LPCAT3/GDE1/GK/IMPA1/AKR7A2/GIPC1/ABCD3/PNPLA2/DPAGT1/SYNJ1/HPRT1/SOAT1/CH25H/ALPL/BPNT1/SOD1/AMACR/ADH1C/ALDH3B2/FDFT1/QDPR/DAB2/RETSAT/PLA2G4A/ASAH1/IGF1/APOBR/APOE/APOL2/LIPA/DHCR24/CYP39A1/MED1/SLC27A2/GDPD3/CLN6/CTSK/CYP1B1/APOL1/IDH2/SREBF1/CYP2C18/PSAT1/SLC27A5/CYP3A5/ABCB11/SLC45A2/NR4A2/DUOX2/BCO1/CFTR/HSD17B1/SLC5A5"
"GO:0030168","GO:0030168","platelet activation",74,0.578487640754724,1.81583773026883,0.000743161924974778,0.0290221296817668,0.0264240851347552,1221,"tags=39%, list=15%, signal=34%","SAA1/HBB/BLK/COMP/FGG/FGA/MYL9/FLNA/PRKG1/CSRP1/MMRN1/FN1/AXL/DGKH/THBD/DGKA/FGB/STXBP1/F2R/ILK/VCL/PRKCA/TLN1/VAV2/MYH9/CD40/CD9/VAV1/DMTN"
"GO:0048598","GO:0048598","embryonic morphogenesis",324,0.414115271086779,1.54806364005193,0.000740676714021773,0.0290221296817668,0.0264240851347552,1242,"tags=28%, list=15%, signal=25%","LRP2/RET/FGF9/HMGA2/COL11A1/FGF10/ZBTB16/MYH3/FOXC2/ATP8A2/RBPMS2/SOBP/INHBA/EDN1/AFF3/SULF1/GLI2/ITGA5/ITGA8/FRS2/COL8A1/CDKN1C/ZEB1/SIX2/LAMA3/MYADM/CELSR1/FBN2/FGF2/FOXF1/COL4A2/COL7A1/FN1/COL5A1/COL12A1/WNT5A/TXNRD1/LRIG1/MICAL2/PHLDB2/CACNA1C/PHLDB1/DACT1/GJA1/TGFB1/DLL4/ITGA2/FOXC1/ITGA3/ALDH1A3/TP63/BMP7/SFRP2/ITGA7/DYNC2H1/IGF2/LAMA5/RYR2/FRZB/TGFBR2/CDH23/ITGAV/FZD3/HYAL1/LAMB3/MEF2C/TENM4/VASP/COL5A2/ITGB4/BMPR2/JAG2/GLI3/MMP14/SKI/YAP1/HPN/GNA12/BCR/ITGA4/DUSP1/MMP2/PKD2/TGFBR1/LAMB1/AMOT/CTHRC1/MBNL1/WDR19/PRKACB/GRHL2"
"GO:0032990","GO:0032990","cell part morphogenesis",339,0.39792631750461,1.49509370615039,0.000733213976349009,0.0290221296817668,0.0264240851347552,1188,"tags=23%, list=14%, signal=21%","LRP2/FEZF1/PTPRZ1/RET/CAMK2B/CNTN1/ATP8A2/GAP43/NTRK2/LAMC2/ARHGEF25/EDN1/NFASC/GLI2/ADARB1/CDH2/SLIT2/LAMA3/SEMA3E/MAP1A/PALLD/FGF13/EPHA3/FN1/MAP1B/WNT5A/PREX2/NRP2/SHANK3/PDLIM5/CAPRIN2/LAMB2/DIXDC1/ITGA1/UNC5B/GRIP1/CELSR2/BMP7/MAP4K4/APBB1/OBSL1/STXBP1/FYN/RUFY3/LAMA5/PLXNA2/CNTNAP1/PLEC/PLXNA1/EPHA4/PLEKHO1/CUX1/KIF1A/DBN1/FZD3/VCL/EPHB6/TRIO/DIP2B/ZDHHC17/VASP/ROBO2/LRRK2/RAB21/NSMF/BMPR2/GLI3/DPYSL2/CTTN/CXCR4/ITGA4/SIPA1L1/LAMA1/VLDLR/ULK1/ENAH/SKIL/MEF2A"
"GO:0044255","GO:0044255","cellular lipid metabolic process",496,-0.31025138331589,-1.3458192408146,0.00074447269270591,0.0290221296817668,0.0264240851347552,1538,"tags=28%, list=19%, signal=24%","ACSF2/PTGES3/BAX/ECHS1/PLCD1/PRKCD/ACAT2/FDPS/ECH1/ACADM/GPAA1/NCEH1/GSTM1/ABCA2/PIK3C2B/DAGLB/GBA/PLSCR1/SRD5A3/RDH13/SESN2/ELOVL6/NPC2/SCARB1/GSTA1/ARV1/PIGN/ERLIN1/ECI1/IPMK/CHKA/ALG8/ACAA1/ALG3/SLC44A2/NEU1/LPCAT3/SEL1L/GDE1/SLC44A1/ALDH1L2/NUDT19/GK/ETFA/FADS1/GM2A/IMPA1/ILVBL/ADIPOR1/CDIPT/ABHD3/ACSBG1/GPX1/BRCA1/FASN/ABCD3/LIPH/ACOT7/B4GALT3/PNPLA2/RNF213/DPAGT1/PTGS2/PRKAR2B/PI4K2B/ACADS/CHP1/PDK1/SYNJ1/SOAT1/LPCAT1/PIK3R3/BPNT1/XBP1/EHHADH/AMACR/HADH/ADH1C/UGT1A1/SCD/ACOT4/ALDH3B2/CRYL1/AVIL/ACADSB/PSAP/PLA2G2F/CD74/FDFT1/AGT/ACAD10/FUT2/RETSAT/PLA2G4A/FADS2/ASAH1/GLA/LYPLA1/APOBR/APOE/DECR1/CRABP2/CYP2J2/PLBD1/ACSM2A/SLC27A2/SCPEP1/GDPD3/CLN6/CYP1B1/B3GALT2/NR4A3/PPT1/ACACA/ANG/ZMPSTE24/SREBF1/CYP2C18/MLXIPL/HPGD/LPL/CRAT/ENPP2/RBP1/FUT6/SLC27A5/CYP3A5/SLC44A4/ABCB11/PIK3CG/FUT3/ABCA8/APOC1/UGT1A8/CD36/SOX9/CPS1/PLA2G2A/BCO1"
"GO:0071320","GO:0071320","cellular response to cAMP",28,-0.677527235528385,-1.90164279434717,0.000751241893685524,0.0290459673156936,0.0264457888372471,594,"tags=25%, list=7%, signal=23%","ASS1/STC1/CYP1B1/PIK3CG/CPS1/CFTR/SLC5A5"
"GO:0042403","GO:0042403","thyroid hormone metabolic process",12,-0.84759854899732,-1.99214692576559,0.000774683007647114,0.0294691915086406,0.0268311262410885,341,"tags=33%, list=4%, signal=32%","MED1/CTSK/DUOX2/SLC5A5"
"GO:0048858","GO:0048858","cell projection morphogenesis",326,0.404362295173241,1.51400683626262,0.000772719297577595,0.0294691915086406,0.0268311262410885,1188,"tags=24%, list=14%, signal=21%","LRP2/FEZF1/PTPRZ1/RET/CAMK2B/CNTN1/ATP8A2/GAP43/NTRK2/LAMC2/ARHGEF25/EDN1/NFASC/GLI2/ADARB1/CDH2/SLIT2/LAMA3/SEMA3E/MAP1A/PALLD/FGF13/EPHA3/FN1/MAP1B/WNT5A/PREX2/NRP2/SHANK3/PDLIM5/CAPRIN2/LAMB2/DIXDC1/ITGA1/UNC5B/GRIP1/CELSR2/BMP7/MAP4K4/APBB1/OBSL1/STXBP1/FYN/RUFY3/LAMA5/PLXNA2/CNTNAP1/PLXNA1/EPHA4/PLEKHO1/CUX1/KIF1A/DBN1/FZD3/VCL/EPHB6/TRIO/DIP2B/ZDHHC17/VASP/ROBO2/LRRK2/RAB21/NSMF/BMPR2/GLI3/DPYSL2/CTTN/CXCR4/ITGA4/SIPA1L1/LAMA1/VLDLR/ULK1/ENAH/SKIL/MEF2A"
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication",31,-0.651703870168779,-1.868706173233,0.000794971972525181,0.029526636176388,0.0268834284948424,1316,"tags=55%, list=16%, signal=46%","LIG3/SSBP1/SLFN11/CHTF8/RFC4/GINS1/E2F8/CDT1/FBXO5/BLM/CDC7/TICRR/DSCC1/NBN/DONSON/DBF4/ZMPSTE24"
"GO:0043550","GO:0043550","regulation of lipid kinase activity",35,0.663736442192061,1.82813416349786,0.000790085118189909,0.029526636176388,0.0268834284948424,1067,"tags=37%, list=13%, signal=32%","CCL21/CCR7/CD19/EEF1A2/FLT3/FGF2/CCL19/TGFB1/PRKD1/PTK2B/PIP4K2A/PDGFRB/VAV2"
